wandb-name,wandb-project,wandb-entity,wandb-group,device,lr,loss-type,epochs,verbose,lambda-reg,zero-ablation,reset-subject,seed,num-examples,seq-len,n-loss-average-runs,task,torch-num-threads,model-type,number_of_nodes,specific_metric,nodes_to_mask,test_l2,test_kl_div,number_of_edges,percentage_binary
launch-sp-tracr-proportion-00000,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.001,0,0,1325277,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0317590675285828,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.3057383011255297,0.0279697596015466,13,1.0
launch-sp-tracr-proportion-00000,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.001,0,0,1325277,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0317590675285828,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.3057383011255297,0.0279697596015466,13,1.0
launch-sp-tracr-proportion-00001,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.004,0,0,1245509803,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0356899653106665,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.3922636580136895,0.0372389351973652,13,1.0
launch-sp-tracr-proportion-00002,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.016,0,0,2610168330,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0061558829494288,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.0526201105915333,0.0047781101795436,13,1.0
launch-sp-tracr-proportion-00003,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.063,0,0,2852940166,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0420562519793747,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.3867418147274293,0.0359755927347578,13,1.0
launch-sp-tracr-proportion-00004,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.251,0,0,2572051083,50,5,20,tracr-proportion,4,attn-only-4l,2,0.284978817217052,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",7.048314303159714,0.5891661029309034,3,1.0
launch-sp-tracr-proportion-00005,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,1.0,0,0,1905955923,50,5,20,tracr-proportion,4,attn-only-4l,2,0.3638141229748726,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.644444644451141,0.2863521873950958,3,1.0
launch-sp-tracr-proportion-00006,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.001,0,0,1826165277,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0426867742789909,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.0192463401472196,0.0033122403183369,13,0.8333333333333334
launch-sp-tracr-proportion-00007,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.004,0,0,2696503193,50,5,20,tracr-proportion,4,attn-only-4l,5,0.4363273532944731,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.4108062270097434,0.034504128696426,13,1.0
launch-sp-tracr-proportion-00008,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.016,0,0,2400066064,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0886831105841565,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.0927991248254898,0.0080393192378327,13,1.0
launch-sp-tracr-proportion-00009,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.063,0,0,365637787,50,5,20,tracr-proportion,4,attn-only-4l,5,0.151115745306015,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.1828864216804504,0.0165270343422889,13,0.8333333333333334
launch-sp-tracr-proportion-00010,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.251,0,0,197368186,50,5,20,tracr-proportion,4,attn-only-4l,5,0.2323821903919452,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.3200964260395267,0.0309080964298118,13,0.8333333333333334
launch-sp-tracr-proportion-00011,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,1.0,0,0,258315872,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0115357977593504,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.0149731241241681,0.0014944738747908,13,0.8333333333333334
launch-sp-tracr-proportion-00012,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.001,1,0,444930045,50,5,20,tracr-proportion,4,attn-only-4l,6,0.001876616292207,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.010728417273669,0.000978823178272,16,1.0
launch-sp-tracr-proportion-00013,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.004,1,0,3943358375,50,5,20,tracr-proportion,4,attn-only-4l,6,0.0107383518930995,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.2200962305564611,0.0187844620726231,16,1.0
launch-sp-tracr-proportion-00014,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.016,1,0,2463087506,50,5,20,tracr-proportion,4,attn-only-4l,4,0.0150419633798146,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.2090966369909651,0.0182311566958923,9,0.6666666666666666
launch-sp-tracr-proportion-00015,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.063,1,0,3629375581,50,5,20,tracr-proportion,4,attn-only-4l,6,0.018967138327113,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.3769124824190288,0.0329310490937658,16,0.8333333333333334
launch-sp-tracr-proportion-00016,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,0.251,1,0,2361083258,50,5,20,tracr-proportion,4,attn-only-4l,2,0.1627165265381336,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",2.8777775168418884,0.2395977079868316,3,1.0
launch-sp-tracr-proportion-00017,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,kl_div,10000,1,1.0,1,0,609983777,50,5,20,tracr-proportion,4,attn-only-4l,2,0.1492647174745798,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",4.003703892230988,0.3311076760292053,3,1.0
launch-sp-tracr-proportion-00018,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.001,1,0,540490251,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0049677798610448,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.0047668981342983,0.0006009259004048,13,1.0
launch-sp-tracr-proportion-00019,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.004,1,0,4240576096,50,5,20,tracr-proportion,4,attn-only-4l,6,0.1106750381596213,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.1170149771432495,0.0105933820276245,16,1.0
launch-sp-tracr-proportion-00020,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.016,1,0,1218561701,50,5,20,tracr-proportion,4,attn-only-4l,5,0.0407295841825918,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.0315770637336484,0.0029266186586398,13,1.0
launch-sp-tracr-proportion-00021,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.063,1,0,1310327900,50,5,20,tracr-proportion,4,attn-only-4l,6,5.8153610029271335e-06,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",5.77830787432705e-06,6.396822336898755e-07,16,0.8333333333333334
launch-sp-tracr-proportion-00022,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,0.251,1,0,1407009777,50,5,20,tracr-proportion,4,attn-only-4l,6,0.1919553498432999,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.1031308535419028,0.008693152025206,16,1.0
launch-sp-tracr-proportion-00023,jailbreak_llm,pariya_mehrbod,sp-{task},cpu,0.001,l2,10000,1,1.0,1,0,2587225934,50,5,20,tracr-proportion,4,attn-only-4l,5,0.4659122711901592,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",0.4339632070730163,0.0363174190339554,13,0.8333333333333334
launch-sp-tracr-proportion-00000,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,kl_div,10000,1,0.001,0,1,1325277,50,5,20,tracr-proportion,4,attn-only-4l,2,0.2288713492453098,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.314814865589142,0.2758316695690155,3,1.0
launch-sp-tracr-proportion-00001,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,kl_div,10000,1,0.008,0,1,1245509803,50,5,20,tracr-proportion,4,attn-only-4l,2,0.2666677162051201,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",4.244444370269775,0.3639816492795944,3,1.0
launch-sp-tracr-proportion-00002,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,kl_div,10000,1,0.063,0,1,2610168330,50,5,20,tracr-proportion,4,attn-only-4l,2,0.3486666083335876,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.2814815640449524,0.2863567508757114,3,1.0
launch-sp-tracr-proportion-00003,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,kl_div,10000,1,0.501,0,1,2852940166,50,5,20,tracr-proportion,4,attn-only-4l,2,0.2175501547753811,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.722222149372101,0.3245068714022636,3,1.0
launch-sp-tracr-proportion-00004,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,l2,10000,1,0.001,0,1,2572051083,50,5,20,tracr-proportion,4,attn-only-4l,2,2.2518518567085266,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",4.929629564285278,0.4286730661988258,3,1.0
launch-sp-tracr-proportion-00005,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,l2,10000,1,0.008,0,1,1905955923,50,5,20,tracr-proportion,4,attn-only-4l,2,3.5333332419395447,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.02962988615036,0.2509025856852531,3,1.0
launch-sp-tracr-proportion-00006,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,l2,10000,1,0.063,0,1,1826165277,50,5,20,tracr-proportion,4,attn-only-4l,2,2.944444417953491,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.007407486438751,0.2540158666670322,3,1.0
launch-sp-tracr-proportion-00007,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,l2,10000,1,0.501,0,1,2696503193,50,5,20,tracr-proportion,4,attn-only-4l,2,2.8999999165534973,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.296296298503876,0.2707748487591743,3,1.0
launch-sp-tracr-proportion-00008,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,kl_div,10000,1,0.001,1,1,2400066064,50,5,20,tracr-proportion,4,attn-only-4l,2,0.2182350866496563,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.055555522441864,0.2561016753315925,3,1.0
launch-sp-tracr-proportion-00009,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,kl_div,10000,1,0.008,1,1,365637787,50,5,20,tracr-proportion,4,attn-only-4l,2,0.2504968643188476,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.3407407999038696,0.2762763015925884,3,1.0
launch-sp-tracr-proportion-00010,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,kl_div,10000,1,0.063,1,1,197368186,50,5,20,tracr-proportion,4,attn-only-4l,2,0.2569222636520862,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.270370364189148,0.2778103575110435,3,1.0
launch-sp-tracr-proportion-00011,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,kl_div,10000,1,0.501,1,1,258315872,50,5,20,tracr-proportion,4,attn-only-4l,2,0.254756435751915,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.6222219467163086,0.3146843239665031,3,1.0
launch-sp-tracr-proportion-00012,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,l2,10000,1,0.001,1,1,444930045,50,5,20,tracr-proportion,4,attn-only-4l,2,4.081481397151947,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",1.981481611728668,0.1600174978375435,3,1.0
launch-sp-tracr-proportion-00013,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,l2,10000,1,0.008,1,1,3943358375,50,5,20,tracr-proportion,4,attn-only-4l,2,2.055555433034897,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.670370280742645,0.3022055327892303,3,0.8333333333333334
launch-sp-tracr-proportion-00014,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,l2,10000,1,0.063,1,1,2463087506,50,5,20,tracr-proportion,4,attn-only-4l,2,2.8111112117767334,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",3.07407408952713,0.2511891350150108,3,1.0
launch-sp-tracr-proportion-00015,jailbreak_llm,pariya_mehrbod,sp-tracr-proportion,cpu,0.001,l2,10000,1,0.501,1,1,3629375581,50,5,20,tracr-proportion,4,attn-only-4l,2,2.1851852536201477,"['blocks.0.attn.hook_q[:, :, 0]', 'blocks.0.attn.hook_k[:, :, 0]', 'blocks.0.attn.hook_v[:, :, 0]', 'blocks.0.hook_resid_mid[:]', 'blocks.1.attn.hook_q[:, :, 0]', 'blocks.1.attn.hook_k[:, :, 0]', 'blocks.1.attn.hook_v[:, :, 0]', 'blocks.1.hook_resid_mid[:]']",4.037036895751953,0.3481733426451683,3,1.0
